index,Decision,Sentiment,anger,fear,anticipation,trust,surprise,sadness,joy,disgust,positive,negative,n count,wrd count,lstm
1186,truthful,1,0,0,0.028985507,0.043478261,0.02173913,0,0.028985507,0,0.036231884,0.007246377,0.326086957,0.181818,1
421,deceptive,0,0,0,0.044444444,0.022222222,0.022222222,0,0.033333333,0,0.044444444,0,0.208791209,0.181818,0
974,truthful,1,0.007109005,0.004739336,0.023696682,0.030805687,0.018957346,0.007109005,0.023696682,0.004739336,0.05450237,0.026066351,0.222222222,0.621212,1
637,deceptive,0,0.005813953,0.005813953,0.046511628,0.046511628,0.029069767,0,0.046511628,0,0.093023256,0,0.25,0.5,0
76,truthful,1,0,0,0.006944444,0.013888889,0.013888889,0.013888889,0.006944444,0,0.055555556,0,0.198630137,0.272727,1
1453,deceptive,0,0.017156863,0.017156863,0.012254902,0.024509804,0.014705882,0.009803922,0.017156863,0.017156863,0.026960784,0.046568627,0.171497585,0.666667,0
730,deceptive,0,0,0,0.063829787,0.042553191,0.021276596,0,0.106382979,0,0.170212766,0.021276596,0.212765957,0.181818,0
598,deceptive,0,0.01754386,0.01754386,0.01754386,0.035087719,0.035087719,0.01754386,0.035087719,0.01754386,0.105263158,0.035087719,0.226415094,0.106061,0
711,deceptive,0,0.01,0.01,0.03,0.05,0.03,0.01,0.06,0.01,0.08,0.01,0.277227723,0.227273,0
933,truthful,1,0.012121212,0.018181818,0.054545455,0.060606061,0.018181818,0.012121212,0.024242424,0.036363636,0.060606061,0.054545455,0.235294118,0.272727,1
248,truthful,1,0,0.011904762,0.011904762,0.047619048,0.023809524,0,0.011904762,0,0.035714286,0.023809524,0.244186047,0.075758,1
913,truthful,1,0.004807692,0,0.024038462,0.033653846,0.014423077,0,0.028846154,0,0.057692308,0.009615385,0.274881517,0.287879,1
322,truthful,1,0,0,0.010309278,0,0,0.010309278,0.010309278,0,0.010309278,0.030927835,0.237623762,0.227273,1
540,deceptive,0,0,0,0.014423077,0.038461538,0.009615385,0,0.043269231,0,0.072115385,0.004807692,0.252380952,0.30303,0
1436,deceptive,0,0.010582011,0.010582011,0.026455026,0.031746032,0,0.021164021,0.005291005,0.010582011,0.042328042,0.021164021,0.232804233,0.287879,0
93,truthful,1,0,0,0.045045045,0.036036036,0.027027027,0.009009009,0.036036036,0,0.063063063,0,0.216216216,0.227273,1
499,deceptive,0,0,0,0.016393443,0.032786885,0,0,0.016393443,0,0.049180328,0,0.260162602,0.333333,0
241,truthful,1,0,0,0,0.018987342,0.018987342,0.03164557,0.025316456,0,0.056962025,0.018987342,0.25,0.439394,1
494,deceptive,0,0,0,0.012820513,0.051282051,0.051282051,0.012820513,0.076923077,0,0.153846154,0.012820513,0.294871795,0.348485,0
1376,deceptive,0,0.006968641,0.013937282,0.031358885,0.017421603,0.013937282,0.010452962,0.020905923,0.010452962,0.041811847,0.027874564,0.214285714,0.575758,0
1432,deceptive,0,0,0.014705882,0,0.014705882,0,0.014705882,0,0,0.029411765,0.029411765,0.202898551,0.045455,0
781,deceptive,0,0,0,0.042105263,0.042105263,0.031578947,0,0.052631579,0,0.084210526,0,0.263157895,0.212121,0
809,truthful,1,0.003780718,0.003780718,0.024574669,0.017013233,0.009451796,0.007561437,0.020793951,0.001890359,0.052930057,0.015122873,0.25231911,0.681818,1
1329,deceptive,0,0.006134969,0,0.024539877,0.049079755,0,0.006134969,0.055214724,0.006134969,0.085889571,0.042944785,0.225609756,0.333333,0
1524,deceptive,0,0.029239766,0.01754386,0.035087719,0.040935673,0.01754386,0.023391813,0.046783626,0.052631579,0.064327485,0.058479532,0.201117318,0.333333,0
558,deceptive,0,0,0,0.044117647,0.044117647,0,0,0.044117647,0,0.073529412,0,0.161764706,0.227273,0
1493,deceptive,0,0.013513514,0.027027027,0.013513514,0.027027027,0.013513514,0.013513514,0,0.013513514,0.040540541,0.067567568,0.266666667,0.151515,0
1055,truthful,1,0.004273504,0.008547009,0.021367521,0.021367521,0.021367521,0.017094017,0.017094017,0.004273504,0.051282051,0.034188034,0.231092437,0.257576,1
175,truthful,1,0,0,0.025641026,0.076923077,0,0,0.128205128,0,0.153846154,0,0.394736842,0.045455,1
625,deceptive,0,0,0,0.033333333,0.133333333,0,0,0.2,0,0.266666667,0,0.266666667,0.075758,0
1369,deceptive,0,0.008733624,0.004366812,0.008733624,0.017467249,0.013100437,0.017467249,0.013100437,0.013100437,0.013100437,0.03930131,0.192307692,0.393939,0
1304,deceptive,0,0.017857143,0.010204082,0.017857143,0.020408163,0.015306122,0.020408163,0.010204082,0.012755102,0.033163265,0.035714286,0.233082707,0.69697,0
195,truthful,1,0,0.007518797,0,0.015037594,0,0.007518797,0.015037594,0,0.052631579,0.015037594,0.234848485,0.242424,1
1220,deceptive,0,0,0,0.025,0.008333333,0.008333333,0,0.016666667,0.008333333,0.025,0.05,0.235772358,0.227273,0
360,truthful,1,0,0,0.064814815,0.027777778,0.009259259,0.027777778,0.018518519,0,0.055555556,0.018518519,0.224299065,0.19697,1
726,deceptive,0,0,0,0.049019608,0.039215686,0.029411765,0.009803922,0.068627451,0,0.068627451,0.009803922,0.254901961,0.151515,0
610,deceptive,0,0,0,0.056818182,0.051136364,0.034090909,0.017045455,0.079545455,0,0.125,0.011363636,0.238888889,0.515152,0
289,truthful,1,0.007092199,0.021276596,0.070921986,0.070921986,0.007092199,0.028368794,0.04964539,0,0.141843972,0.028368794,0.302816901,0.19697,1
607,deceptive,0,0.007092199,0,0,0.028368794,0.014184397,0,0.014184397,0,0.042553191,0.007092199,0.216783217,0.30303,0
350,truthful,1,0,0,0,0.105263158,0.026315789,0,0.078947368,0,0.105263158,0,0.236842105,0.136364,1
872,truthful,1,0.009202454,0.018404908,0.027607362,0.021472393,0.003067485,0.003067485,0.036809816,0.009202454,0.058282209,0.036809816,0.239393939,0.363636,1
714,deceptive,0,0,0,0.015384615,0.030769231,0.015384615,0,0.030769231,0,0.046153846,0.015384615,0.272727273,0.151515,0
87,truthful,1,0.022222222,0.007407407,0.007407407,0.022222222,0.007407407,0,0.02962963,0.007407407,0.044444444,0.02962963,0.213235294,0.227273,1
291,truthful,1,0.006802721,0.013605442,0.013605442,0.013605442,0.013605442,0.020408163,0.013605442,0.006802721,0.020408163,0.027210884,0.225165563,0.30303,1
243,truthful,1,0.005263158,0,0.052631579,0.047368421,0.031578947,0.005263158,0.047368421,0.005263158,0.073684211,0.005263158,0.257894737,0.424242,1
229,truthful,1,0.014285714,0,0.042857143,0.057142857,0.028571429,0,0.1,0.014285714,0.1,0.014285714,0.357142857,0.121212,1
794,deceptive,0,0.012285012,0.014742015,0.031941032,0.034398034,0.00982801,0.004914005,0.01965602,0.007371007,0.071253071,0.031941032,0.259615385,0.333333,0
958,truthful,1,0.010909091,0.010909091,0.047272727,0.036363636,0.025454545,0.014545455,0.04,0.010909091,0.058181818,0.032727273,0.184115524,0.545455,1
700,deceptive,0,0,0.008196721,0.016393443,0.040983607,0.008196721,0,0.040983607,0,0.090163934,0.008196721,0.237704918,0.287879,0
1309,deceptive,0,0.025125628,0.010050251,0.015075377,0.025125628,0.005025126,0.025125628,0.030150754,0.01758794,0.042713568,0.057788945,0.162907268,0.5,0
1258,deceptive,0,0.008196721,0,0.040983607,0.057377049,0.040983607,0,0.032786885,0,0.090163934,0,0.209302326,0.19697,0
1343,deceptive,0,0,0.00617284,0.037037037,0.043209877,0.037037037,0.00617284,0.049382716,0,0.080246914,0.030864198,0.301775148,0.227273,0
230,truthful,1,0,0.009090909,0.018181818,0.027272727,0.009090909,0.009090909,0.036363636,0,0.063636364,0.018181818,0.162162162,0.257576,1
351,truthful,1,0.013605442,0.006802721,0.034013605,0.013605442,0.006802721,0.006802721,0.006802721,0.006802721,0.040816327,0.040816327,0.300653595,0.242424,1
757,deceptive,0,0,0,0.054054054,0.054054054,0.034749035,0,0.054054054,0,0.096525097,0.007722008,0.315384615,0.484848,0
759,deceptive,0,0.024691358,0,0.049382716,0.049382716,0.012345679,0,0.049382716,0,0.12345679,0.024691358,0.219512195,0.166667,0
869,truthful,1,0.01635514,0.011682243,0.025700935,0.037383178,0.01635514,0.014018692,0.03271028,0.018691589,0.08411215,0.035046729,0.228110599,0.787879,1
1423,deceptive,0,0.016771488,0.014675052,0.023060797,0.029350105,0.014675052,0.014675052,0.01048218,0.008385744,0.044025157,0.048218029,0.252587992,0.666667,0
581,deceptive,0,0,0,0.042372881,0.033898305,0.008474576,0,0.06779661,0.008474576,0.084745763,0,0.220338983,0.19697,0
1073,truthful,1,0.032258065,0.037634409,0.059139785,0.032258065,0.043010753,0.016129032,0.043010753,0.016129032,0.069892473,0.037634409,0.290322581,0.30303,1
482,deceptive,0,0,0,0.015503876,0.031007752,0.015503876,0,0.023255814,0.007751938,0.054263566,0.015503876,0.201550388,0.287879,0
1598,deceptive,0,0.034883721,0.011627907,0.034883721,0.046511628,0.034883721,0.011627907,0.046511628,0.046511628,0.069767442,0.046511628,0.213483146,0.121212,0
1233,deceptive,0,0.011428571,0.022857143,0.022857143,0.017142857,0.002857143,0.028571429,0.005714286,0.017142857,0.02,0.045714286,0.217765043,0.439394,0
1335,deceptive,0,0.0125,0.00625,0.03125,0.01875,0.00625,0,0.00625,0.01875,0.025,0.025,0.238993711,0.257576,0
1042,truthful,1,0.006802721,0.006802721,0.023809524,0.023809524,0.020408163,0.023809524,0.017006803,0.006802721,0.037414966,0.044217687,0.242424242,0.424242,1
363,truthful,1,0,0,0.032258065,0.064516129,0.048387097,0,0.048387097,0,0.064516129,0,0.209677419,0.151515,1
346,truthful,1,0.020512821,0.015384615,0.056410256,0.061538462,0.035897436,0.025641026,0.056410256,0.015384615,0.092307692,0.025641026,0.261538462,0.30303,1
251,truthful,1,0,0,0.027027027,0.081081081,0,0,0.081081081,0,0.135135135,0,0.333333333,0.060606,1
646,deceptive,0,0.00862069,0,0.00862069,0.051724138,0,0,0.025862069,0,0.086206897,0.00862069,0.235294118,0.333333,0
503,deceptive,0,0.011235955,0,0.04494382,0.078651685,0.033707865,0,0.08988764,0.011235955,0.123595506,0.011235955,0.244444444,0.257576,0
553,deceptive,0,0,0,0.034782609,0.026086957,0.026086957,0.008695652,0.034782609,0,0.113043478,0.008695652,0.25,0.257576,0
615,deceptive,0,0,0,0.009090909,0.036363636,0.018181818,0,0.063636364,0,0.081818182,0,0.216216216,0.257576,0
120,truthful,1,0.012987013,0,0.038961039,0.051948052,0.012987013,0.012987013,0.051948052,0,0.103896104,0.038961039,0.272727273,0.242424,1
768,deceptive,0,0,0.028571429,0.114285714,0.142857143,0.057142857,0.028571429,0.171428571,0,0.285714286,0,0.314285714,0.212121,0
176,truthful,1,0,0,0.042253521,0.018779343,0.018779343,0.004694836,0.037558685,0.004694836,0.079812207,0.014084507,0.267281106,0.439394,1
211,truthful,1,0,0.009174312,0.027522936,0.036697248,0.036697248,0.009174312,0.055045872,0,0.064220183,0.018348624,0.212962963,0.166667,1
895,truthful,1,0,0.007352941,0.036764706,0.022058824,0.014705882,0.014705882,0.007352941,0,0.029411765,0.029411765,0.242647059,0.242424,1
983,truthful,1,0.004926108,0,0.019704434,0.014778325,0.004926108,0.014778325,0.014778325,0.004926108,0.02955665,0.024630542,0.204761905,0.363636,1
1476,deceptive,0,0.025210084,0.016806723,0.025210084,0.025210084,0,0.008403361,0.033613445,0.008403361,0.058823529,0.025210084,0.25,0.212121,0
1158,truthful,1,0.007518797,0,0.007518797,0.030075188,0,0,0.022556391,0.007518797,0.060150376,0.022556391,0.233082707,0.212121,1
1256,deceptive,0,0.037735849,0.018867925,0.018867925,0.018867925,0.037735849,0.018867925,0.018867925,0.018867925,0.037735849,0.056603774,0.181818182,0.151515,0
1294,deceptive,0,0.023622047,0.007874016,0.023622047,0.015748032,0.007874016,0.031496063,0.015748032,0.031496063,0.031496063,0.078740157,0.209302326,0.19697,0
1173,truthful,1,0,0,0,0.013157895,0,0.013157895,0,0.039473684,0.039473684,0.039473684,0.329113924,0.075758,1
1501,deceptive,0,0.007936508,0,0.031746032,0.015873016,0.007936508,0.007936508,0.015873016,0,0.03968254,0.031746032,0.23015873,0.257576,0
1109,truthful,1,0.015503876,0.007751938,0.031007752,0.031007752,0.007751938,0.015503876,0.03875969,0.015503876,0.069767442,0.023255814,0.294573643,0.19697,1
803,truthful,1,0,0.03125,0.052083333,0.041666667,0.020833333,0.03125,0.052083333,0.010416667,0.09375,0.041666667,0.216494845,0.075758,1
96,truthful,1,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.271428571,0.166667,1
302,truthful,1,0.013333333,0,0.04,0.026666667,0.026666667,0,0.026666667,0,0.053333333,0.013333333,0.27027027,0.151515,1
283,truthful,1,0,0.018181818,0.036363636,0.036363636,0,0.018181818,0.018181818,0,0.072727273,0.018181818,0.290909091,0.181818,1
530,deceptive,0,0.008264463,0.012396694,0.016528926,0.037190083,0.016528926,0.008264463,0.037190083,0,0.049586777,0.016528926,0.226720648,0.560606,0
432,deceptive,0,0,0,0.078125,0.0625,0.03125,0,0.0625,0.015625,0.0625,0.015625,0.164179105,0.151515,0
70,truthful,1,0,0,0,0.022988506,0,0,0.011494253,0,0.057471264,0,0.235955056,0.181818,1
227,truthful,1,0,0.006097561,0.024390244,0.018292683,0.006097561,0.006097561,0.036585366,0,0.042682927,0.018292683,0.270588235,0.409091,1
288,truthful,1,0.019230769,0.057692308,0.076923077,0.096153846,0.038461538,0.019230769,0.038461538,0.019230769,0.096153846,0.057692308,0.288461539,0.136364,1
591,deceptive,0,0,0,0.027173913,0.038043478,0.02173913,0,0.032608696,0,0.059782609,0,0.215053763,0.484848,0
304,truthful,1,0.015151515,0,0.03030303,0.090909091,0.045454545,0,0.060606061,0,0.121212121,0.015151515,0.264705882,0.121212,1
58,truthful,1,0,0,0,0.024390244,0,0,0.048780488,0,0.097560976,0,0.285714286,0.090909,1
484,deceptive,0,0.01,0.01,0.04,0.04,0.01,0.01,0.03,0.01,0.07,0.01,0.18,0.242424,0
115,truthful,1,0,0,0.024390244,0.073170732,0,0,0.097560976,0,0.170731707,0,0.302325581,0.090909,0
1142,truthful,1,0.027624309,0.005524862,0.005524862,0.011049724,0,0.005524862,0.005524862,0.005524862,0.033149171,0.044198895,0.20441989,0.287879,1
127,truthful,1,0.013513514,0,0.054054054,0.081081081,0.027027027,0,0.067567568,0.013513514,0.121621622,0.013513514,0.302631579,0.136364,1
561,deceptive,0,0.010869565,0.010869565,0.043478261,0.054347826,0.010869565,0.010869565,0.043478261,0,0.065217391,0.032608696,0.239130435,0.19697,0
1442,deceptive,0,0.02173913,0.017391304,0.039130435,0.030434783,0.02173913,0.008695652,0.008695652,0.013043478,0.043478261,0.034782609,0.201716738,0.348485,0
595,deceptive,0,0,0,0.027777778,0.041666667,0.041666667,0,0.041666667,0,0.097222222,0,0.267605634,0.151515,0
262,truthful,1,0,0.014084507,0.021126761,0.042253521,0.028169014,0.014084507,0.035211268,0,0.091549296,0.021126761,0.255172414,0.30303,1
1398,deceptive,0,0.008928571,0.004464286,0.035714286,0.017857143,0.022321429,0.008928571,0.013392857,0.004464286,0.026785714,0.017857143,0.200892857,0.393939,0
205,truthful,1,0,0,0.053030303,0.03030303,0,0.015151515,0.037878788,0,0.090909091,0.007575758,0.267175573,0.287879,1
1215,deceptive,0,0.035460993,0.042553191,0.021276596,0.021276596,0.021276596,0.035460993,0.007092199,0.028368794,0.035460993,0.056737589,0.274647887,0.181818,0
46,truthful,1,0.00862069,0,0.051724138,0.043103448,0.017241379,0.00862069,0.043103448,0,0.068965517,0.017241379,0.218487395,0.242424,1
1355,deceptive,0,0.016563147,0.002070393,0.033126294,0.033126294,0.020703934,0.004140787,0.022774327,0.00621118,0.057971014,0.026915114,0.177319588,0.621212,0
686,deceptive,0,0.012658228,0,0.037974684,0.037974684,0.037974684,0,0.037974684,0,0.075949367,0,0.227848101,0.166667,0
678,deceptive,0,0.010309278,0.020618557,0.020618557,0.020618557,0.010309278,0.030927835,0.020618557,0.010309278,0.06185567,0.041237113,0.242424242,0.272727,0
1565,deceptive,0,0.012345679,0.008230453,0.020576132,0.016460905,0.016460905,0.008230453,0.012345679,0.016460905,0.041152263,0.024691358,0.193415638,0.242424,0
161,truthful,1,0.017241379,0.017241379,0.068965517,0.043103448,0.017241379,0.00862069,0.060344828,0.00862069,0.086206897,0.034482759,0.224137931,0.257576,1
1392,deceptive,0,0.004424779,0.017699115,0.03539823,0.013274336,0.004424779,0,0.013274336,0.004424779,0.044247788,0.026548673,0.242290749,0.424242,0
162,truthful,1,0,0.004830918,0.033816425,0.028985507,0.024154589,0.014492754,0.038647343,0.004830918,0.06763285,0.019323671,0.282296651,0.378788,1
830,truthful,1,0.007092199,0.021276596,0.04964539,0.035460993,0.021276596,0.028368794,0.04964539,0.007092199,0.078014184,0.042553191,0.232394366,0.151515,1
601,deceptive,0,0.012820513,0.012820513,0,0,0.012820513,0.012820513,0.012820513,0.012820513,0.064102564,0.012820513,0.2625,0.19697,0
804,truthful,1,0.018181818,0.006060606,0.018181818,0.012121212,0.006060606,0.012121212,0.012121212,0.024242424,0.012121212,0.03030303,0.204819277,0.166667,1
45,truthful,1,0.006711409,0,0.026845638,0.026845638,0.006711409,0,0.033557047,0,0.053691275,0.013422819,0.248322148,0.19697,1
568,deceptive,0,0.007575758,0.015151515,0.03030303,0.068181818,0.022727273,0.007575758,0.075757576,0.007575758,0.121212121,0.015151515,0.210526316,0.272727,0
716,deceptive,0,0,0,0.039473684,0.039473684,0.013157895,0,0.013157895,0,0.026315789,0,0.197530864,0.121212,0
1460,deceptive,0,0.013071895,0,0.039215686,0.032679739,0,0.013071895,0.006535948,0.013071895,0.045751634,0.045751634,0.183006536,0.287879,0
60,truthful,1,0.015873016,0,0.031746032,0.031746032,0.015873016,0,0.031746032,0,0.079365079,0,0.428571429,0.166667,1
219,truthful,1,0.002915452,0.002915452,0.023323615,0.026239067,0.008746356,0.002915452,0.026239067,0,0.052478134,0.008746356,0.231213873,0.575758,1
436,deceptive,0,0,0,0.031914894,0.053191489,0.021276596,0,0.042553191,0,0.053191489,0,0.287234043,0.075758,0
179,truthful,1,0.00591716,0,0.053254438,0.059171598,0.035502959,0,0.047337278,0,0.088757396,0.01183432,0.276470588,0.439394,1
597,deceptive,0,0,0,0.075949367,0.101265823,0.050632911,0.012658228,0.088607595,0,0.113924051,0.012658228,0.222222222,0.242424,0
1342,deceptive,0,0.010869565,0.007246377,0.014492754,0.032608696,0.007246377,0.007246377,0.02173913,0.010869565,0.028985507,0.018115942,0.260869565,0.348485,0
885,truthful,1,0.017094017,0.008547009,0.042735043,0.042735043,0.017094017,0.008547009,0.042735043,0.017094017,0.05982906,0.034188034,0.211864407,0.212121,1
44,truthful,1,0,0,0.046511628,0.046511628,0.023255814,0,0.046511628,0,0.069767442,0,0.279069767,0.106061,1
945,truthful,1,0,0.030769231,0.030769231,0.030769231,0.015384615,0.015384615,0.030769231,0.030769231,0.061538462,0.092307692,0.261538462,0.151515,1
987,truthful,1,0.02020202,0,0.04040404,0.04040404,0.02020202,0,0.03030303,0.01010101,0.070707071,0.02020202,0.257425743,0.212121,1
696,deceptive,0,0,0,0.075,0.1,0,0.025,0.075,0,0.1,0.025,0.275,0.166667,0
770,deceptive,0,0.007067138,0.007067138,0.03180212,0.03180212,0.010600707,0.014134276,0.024734982,0.007067138,0.045936396,0.021201413,0.199300699,0.469697,0
1477,deceptive,0,0.015151515,0.007575758,0.022727273,0.015151515,0.007575758,0.015151515,0.015151515,0.03030303,0.053030303,0.037878788,0.223880597,0.151515,0
383,truthful,1,0,0,0.023529412,0.035294118,0,0,0.023529412,0.011764706,0.058823529,0.011764706,0.238636364,0.136364,1
1465,deceptive,0,0.015384615,0.007692308,0.023076923,0.034615385,0.011538462,0.007692308,0.011538462,0.011538462,0.057692308,0.034615385,0.226923077,0.30303,0
988,truthful,1,0.015625,0.005859375,0.01953125,0.025390625,0.005859375,0.015625,0.01953125,0.015625,0.046875,0.04296875,0.216890595,0.848485,1
1555,deceptive,0,0,0.009090909,0.018181818,0.018181818,0.009090909,0.009090909,0.027272727,0,0.063636364,0.009090909,0.216216216,0.151515,0
762,deceptive,0,0,0,0.057142857,0.057142857,0.028571429,0.014285714,0.085714286,0,0.128571429,0,0.2,0.212121,0
